iter	RMSE
281	13.81432053
282	13.80747878
283	13.79711052
284	13.79179218
285	13.7775791
286	13.7748325
287	13.76252612
288	13.75291057
289	13.74707685
290	13.73466066
291	13.72805592
292	13.72271671
293	13.7101019
294	13.70331038
295	13.69247351
296	13.68422812
297	13.67170095
298	13.66676862
299	13.659644
300	13.64367051
301	13.63757643
302	13.63502174
303	13.63071105
304	13.61516109
305	13.61256284
306	13.6025215
307	13.59766865
308	13.59198008
309	13.58734282
310	13.58067289
311	13.57203273
312	13.56561265
313	13.56315977
314	13.55736
315	13.53965202
316	13.53692191
317	13.53456859
318	13.52085498
319	13.51505788
320	13.51057748
321	13.50498299
322	13.49644415
323	13.49394498
324	13.49148207
325	13.47842642
326	13.46619155
327	13.45393592
328	13.44988963
329	13.44746492
330	13.43813335
331	13.42928293
332	13.4123101
333	13.40015964
334	13.38816731
335	13.38576807
336	13.37758155
337	13.37158896
338	13.36651031
339	13.35923827
340	13.34216139
341	13.33078146
342	13.32683915
343	13.31621171
344	13.31186334
345	13.30208104
346	13.29430035
347	13.28540319
348	13.27306965
349	13.26745484
350	13.262691
351	13.25811513
352	13.24769468
353	13.24338374
354	13.23325886
355	13.2274167
356	13.21798188
357	13.21341765
358	13.2065134
359	13.20221553
360	13.19985717
361	13.19412908
362	13.18145379
363	13.167572
364	13.16014891
365	13.15583332
366	13.15001901
367	13.14381041
368	13.13020565
369	13.11639657
370	13.1052951
371	13.10279208
372	13.10055014
373	13.09734123
374	13.09377836
375	13.09006474
376	13.08479507
377	13.08008608
378	13.07765459
379	13.07045101
380	13.06627356
381	13.05236381
382	13.0500287
383	13.0457043
384	13.03751102
385	13.03510137
386	13.03294364
387	13.02073888
388	13.01699451
389	13.00713057
390	12.99581711
391	12.98711984
392	12.9816022
393	12.97921551
394	12.96954504
395	12.9662485
396	12.96412428
397	12.9556931
398	12.95129603
399	12.94305159
400	12.94005713
401	12.93217064
402	12.92853738
403	12.9233462
404	12.91979159
405	12.91619048
406	12.91185358
407	12.90816839
408	12.90281376
409	12.89733829
410	12.89498828
411	12.88242171
412	12.88013723
413	12.87172099
414	12.86047635
415	12.8543114
416	12.85231767
417	12.84036107
418	12.83616221
419	12.83414449
420	12.82627001
421	12.81226359
422	12.80881814
423	12.80511728
424	12.7979462
425	12.79571564
426	12.78306503
427	12.78085568
428	12.77329558
429	12.76972168
430	12.76520853
431	12.75646938
432	12.74753417
433	12.74325443
434	12.73772725
435	12.73064784
436	12.72398434
437	12.71556409
438	12.70833035
439	12.70418867
440	12.69578187
441	12.69358463
442	12.68898172
443	12.68558555
444	12.67872403
445	12.67662807
446	12.6632494
447	12.65420493
448	12.64607045
449	12.64107763
450	12.63120247
451	12.62802967
452	12.62480113
453	12.62127981
454	12.61325723
455	12.60607848
456	12.59856585
457	12.59655061
458	12.58717337
459	12.57574418
460	12.57292467
461	12.56837311
462	12.55911316
463	12.55203297
464	12.55003726
465	12.54801004
466	12.54213876
467	12.53801486
468	12.53306535
469	12.53026462
470	12.51813546
471	12.51434739
472	12.5107168
473	12.50889463
474	12.50588002
475	12.50376817
476	12.50040581
477	12.49697489
478	12.49505609
479	12.49083307
480	12.4853906
481	12.48143706
482	12.47956108
483	12.46728744
484	12.46294701
485	12.45021605
486	12.44635685
487	12.44449449
488	12.4310222
489	12.42305717
490	12.42001769
491	12.41817022
492	12.41314382
493	12.40600871
494	12.4030296
495	12.39958655
496	12.39178108
497	12.38207607
498	12.37931065
499	12.37729684
500	12.37122062
501	12.36702232
502	12.36432683
503	12.35779685
504	12.35428368
505	12.34994077
506	12.34790012
507	12.34590977
508	12.3422593
509	12.33768287
510	12.33474662
511	12.32724196
512	12.3246615
513	12.31677616
514	12.308063
515	12.30142835
516	12.29941072
517	12.29571183
518	12.29229468
519	12.28825999
520	12.28311211
521	12.27917307
522	12.27248595
523	12.26448811
524	12.26247843
525	12.25897941
526	12.25699144
527	12.25405206
528	12.2471139
529	12.24537469
530	12.24197237
531	12.2380633
532	12.23366956
533	12.23172627
534	12.22977298
535	12.22509034
536	12.22235906
537	12.21196716
538	12.21004773
539	12.20589692
540	12.2000941
541	12.19254189
542	12.19060511
543	12.18884493
544	12.18521156
545	12.18354335
546	12.17872592
547	12.17704145
548	12.17254016
549	12.17088704
550	12.16076698
551	12.15796491
552	12.15515826
553	12.15272349
554	12.1465171
555	12.14417692
556	12.14069286
557	12.13422199
558	12.13278182
559	12.12637592
560	12.12345383
561	12.11987256
562	12.11811948
563	12.11514909
564	12.1105772
565	12.10501952
566	12.10316783
567	12.10080547
568	12.09773485
569	12.0947796
570	12.0919333
571	12.08250167
572	12.08034245
573	12.07858884
574	12.07676034
575	12.07298682
576	12.06838069
577	12.06615452
578	12.06310516
579	12.06041015
580	12.05657928
581	12.05021392
582	12.04743488
583	12.03687586
584	12.03230686
585	12.03046081
586	12.01607952
587	12.01433799
588	12.01143347
589	12.00626781
590	12.00381595
591	11.99771649
592	11.99300873
593	11.99079346
594	11.98701728
595	11.98334855
596	11.97725729
597	11.96899186
598	11.96727373
599	11.96458974
600	11.96280107
601	11.95924032
602	11.95513491
603	11.95163059
604	11.94983768
605	11.94629256
606	11.94070678
607	11.93580626
608	11.93289581
609	11.92761068
610	11.92079103
611	11.91902488
612	11.91617423
613	11.91443393
614	11.91266691
615	11.91013471
616	11.90245665
617	11.9008317
618	11.89033986
619	11.88861402
620	11.88537339
621	11.87300512
622	11.86547697
623	11.85981587
624	11.84985905
625	11.84496524
626	11.83588352
627	11.82761714
628	11.8259003
629	11.81940502
630	11.81411126
631	11.81159174
632	11.80582125
633	11.80055288
634	11.78944857
635	11.77950912
636	11.77637098
637	11.77301192
638	11.76958116
639	11.76023016
640	11.75759244
641	11.75348221
642	11.75117046
643	11.74851315
644	11.74477801
645	11.74305024
646	11.73678456
647	11.73509321
648	11.72770125
649	11.7239359
650	11.72223257
651	11.71961033
652	11.71022449
653	11.70721972
654	11.70471375
655	11.70120358
656	11.69844686
657	11.69584526
658	11.69339203
659	11.69110154
660	11.68940932
661	11.68772928
662	11.68075876
663	11.67198266
664	11.66949284
665	11.66801
666	11.6629183
667	11.65814459
668	11.65649539
669	11.65368295
670	11.65219108
671	11.64921393
672	11.64454543
673	11.64219894
674	11.6398126
675	11.63582155
676	11.62813355
677	11.62399265
678	11.62250154
679	11.6175958
680	11.61598602
681	11.61034133
682	11.60872709
683	11.60727916
684	11.6050677
685	11.60194352
686	11.59990095
687	11.59845476
688	11.59643348
689	11.5927589
690	11.59021896
691	11.57851899
692	11.57520932
693	11.57291408
694	11.56735768
695	11.56576793
696	11.56255058
697	11.56124923
698	11.55832029
699	11.55217052
700	11.55075469
701	11.54538741
702	11.54290288
703	11.53979006
704	11.5353186
705	11.52736544
706	11.51883524
707	11.51543759
708	11.51222368
709	11.50636858
710	11.50388043
711	11.50143128
712	11.49404809
713	11.49104449
714	11.48945055
715	11.48712588
716	11.48326473
717	11.48028204
718	11.47664217
719	11.47505595
720	11.47365861
721	11.46948546
722	11.46794099
723	11.4597525
724	11.45688459
725	11.45566198
726	11.45433898
727	11.45281267
728	11.44834265
729	11.44043428
730	11.43326978
731	11.42962684
732	11.4271392
733	11.42599721
734	11.41809493
735	11.41579231
736	11.40782033
737	11.40240652
738	11.3938385
739	11.38941906
740	11.38790025
741	11.38444464
742	11.37769261
743	11.37273221
744	11.37158607
745	11.36623239
746	11.36375583
747	11.36031708
748	11.3547562
749	11.35325601
750	11.35212837
751	11.34718506
752	11.34498052
753	11.34063102
754	11.33673528
755	11.3354507
756	11.33295999
757	11.33059812
758	11.31938199
759	11.31716296
760	11.31117363
761	11.30697474
762	11.30405494
763	11.29497975
764	11.29365539
765	11.29234514
766	11.29105615
767	11.28844718
768	11.28716741
769	11.27931652
770	11.27783486
771	11.27506551
772	11.27286295
773	11.26503309
774	11.26315506
775	11.25741872
776	11.25147914
777	11.24707059
778	11.24559167
779	11.24166684
780	11.24035005
781	11.23501506
782	11.23378938
783	11.23148528
784	11.22956371
785	11.22832159
786	11.22474229
787	11.22328806
788	11.21806103
789	11.21468905
790	11.21325674
791	11.2065954
792	11.20515404
793	11.20265427
794	11.19431466
795	11.18544129
796	11.17908283
797	11.17697809
798	11.17131023
799	11.168384
800	11.16414435
801	11.16037784
802	11.1566333
803	11.15539237
804	11.15249228
805	11.15124764
806	11.15020582
807	11.14447457
808	11.14330917
809	11.14197825
810	11.13663248
811	11.13461964
812	11.13320474
813	11.12864667
814	11.12723235
815	11.12488597
816	11.12336866
817	11.12128624
818	11.11685317
819	11.11556165
820	11.11408129
821	11.11310436
822	11.1096438
823	11.10700587
824	11.10443158
825	11.09772133
826	11.09665106
827	11.08865673
828	11.08604531
829	11.08397723
830	11.08284983
831	11.08029108
832	11.07893865
833	11.0769609
834	11.07551947
835	11.07305512
836	11.06147477
837	11.06022756
838	11.05392822
839	11.05252633
840	11.04490397
841	11.04292747
842	11.03708266
843	11.03467113
844	11.0317981
845	11.02503019
846	11.0238552
847	11.02245939
848	11.02125621
849	11.02006936
850	11.01821845
851	11.01687374
852	11.00923499
853	11.00742964
854	11.00507389
855	10.99949509
856	10.99232521
857	10.99096382
858	10.98961921
859	10.98379879
860	10.98155058
861	10.97478271
862	10.97045772
863	10.96915176
864	10.96721066
865	10.96590432
866	10.96214753
867	10.96082845
868	10.95373116
869	10.95175626
870	10.95061468
871	10.94758885
872	10.94473585
873	10.94135406
874	10.93766192
875	10.93637592
876	10.92917567
877	10.927869
878	10.92457174
879	10.91824319
880	10.91606467
881	10.91419329
882	10.91180331
883	10.90398594
884	10.9019569
885	10.8972254
886	10.8913558
887	10.88727469
888	10.8837188
889	10.88203299
890	10.87997273
891	10.87441982
892	10.87272615
893	10.87039856
894	10.86869196
895	10.86089664
896	10.85947926
897	10.85836143
898	10.85746502
899	10.8561866
900	10.8537103
901	10.85242836
902	10.84934587
903	10.83846092
904	10.83648675
905	10.83386637
906	10.82015121
907	10.81496378
908	10.80740962
909	10.80445937
910	10.79740431
911	10.79630946
912	10.7882952
913	10.77876914
914	10.7763257
915	10.77217045
916	10.77089651
917	10.76908983
918	10.75769128
919	10.75480971
920	10.75112257
921	10.74802194
922	10.74675185
923	10.742697
924	10.73797259
925	10.73622644
926	10.73431868
927	10.73258112
928	10.72450119
929	10.71202638
930	10.70171949
931	10.69919418
932	10.69727432
933	10.69487785
934	10.69332047
935	10.68884247
936	10.68757428
937	10.68237589
938	10.67481484
939	10.66879407
940	10.66756422
941	10.66576751
942	10.66347713
943	10.66221234
944	10.65892494
945	10.65386003
946	10.65119712
947	10.64994285
948	10.641692
949	10.63864168
950	10.63744424
951	10.6319429
952	10.6280439
953	10.62643798
954	10.62221022
955	10.62030022
956	10.61739177
957	10.61161706
958	10.61036943
959	10.60779577
960	10.6036453
961	10.60098602
962	10.59749854
963	10.59588222
964	10.59462931
965	10.59265948
966	10.59148842
967	10.59025761
968	10.58363544
969	10.5816166
970	10.57996962
971	10.57872717
972	10.56911825
973	10.56457257
974	10.56334995
975	10.5621367
976	10.5609932
977	10.55978247
978	10.55387817
979	10.54952447
980	10.54413497
981	10.54128028
982	10.53590558
983	10.53460404
984	10.53208437
985	10.53025881
986	10.52489775
987	10.52267911
988	10.52087118
989	10.51477219
990	10.51301134
991	10.50811838
992	10.50697577
993	10.50510711
994	10.50383367
995	10.49954272
996	10.49661617
997	10.49128117
998	10.48325827
999	10.47991318
